"id","FIO","link","PART1","№ OVO","LIST №","AGE","GROUP_AGE","EDUCATION","CRIMINAL","PART2","PART2_corr","POSITION","INCOME_TOTAL","INCOME_FAMILY","INCOME_FAVORITE","LAND_QTY","LAND_SQ","APPARTMENTS_QTY","APPARTMENTS_SQ","APPARTMENTS_QTY_FAMILY","APPARTMENTS_SQ_FAMILY","LAND_QTY_FAMILY","LAND_SQ_FAMILY","AVTO_QTY","AVTO_MARK","AVTO_MODEL","AVTO_YEAR","AVTO_QTY_FAMILY","AVTO_MARK_FAMILY","AVTO_MODEL_FAMILY","AVTO_YEAR_FAMILY","DECLARATION_DONE","GENDER","OTHER_ACTIVES","OTHER_ACTIVES_FAMILY"
38,"Юрчишин Петро Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=38","Самовисування",13,,54,"45+","вища","відсутня","безпартійн","безпартійний","директор",168445,993793,6,0,0,0,0,0,0,0,0,3,"Lexus",,2008,0,,,0,9/4/2012 14:39,"Ч",0,0
1867,"Мовчан Олексій Леонідович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1867","Партія регіонів",157,,38,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","секретар Сумської міської ради",79395,0,6,0,0,1,68,0,0,0,0,1,"Subaru","Legacy",2006,0,,,0,9/17/2012 15:47,"Ч",15527,0
318,"Мозгов Василь Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=318","Комуністична партія України",,73,36,"35-44","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","перший секретар Кролевецького районного комітету Компартії України",27716,0,6,1,1861,1,60,0,0,0,0,0,,,,0,,,0,9/5/2012 22:15,"Ч",0,0
886,"Мойсейченко Геннадій Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=886","Самовисування",141,,47,"45+","вища","відсутня","член Партії промисловців і підприємців України","член Партії промисловців і підприємців України","приватний підприємець",11856,0,5,0,0,1,84,2,196,0,0,2,"Honda","tucson",2008,0,,,0,9/10/2012 13:33,"Ч",0,0
1604,"Мойсик Володимир Романович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1604","політична партія Всеукраїнське об’єднання ""Батьківщина""",,79,55,"45+","вища","відсутня","безпартійн","безпартійний","народний депутат України",0,14280,6,2,20100,1,60,2,100,1,55,1,"Lexus",,2010,0,,,0,9/14/2012 14:12,"Ч",350000,0
996,"Мокренюк Сергій Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=996","Народна Партія",6,,34,"25-34","вища","відсутня","член Народної Партії","член Народної Партії","адвокат",3500,14400,17,0,0,0,0,0,0,0,0,0,,,,0,,,0,9/9/2012 17:45,"Ч",6250,0
1854,"Морозенко Євгеній Вадимович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1854","Партія регіонів",28,,54,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","голова правління",532785,81057,6,0,0,1,148,0,0,1,1000,1,"Mercedes",,1999,1,"Toyota","RAV-4",2007,9/17/2012 15:45,"Ч",2600379,234375
542,"Молоков Денис Геннадійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=542","Комуністична партія України",56,,27,"25-34","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","перший секретар Центрально-Міського районного комітету Компартії України міста Макіївки",11900,53280,6,0,0,0,0,2,92,0,0,0,,,2012,0,,,0,9/6/2012 16:25,"Ч",0,0
1332,"Момот Іван Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1332","Партія регіонів",,136,54,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","голова Полтавської обласної ради",291708,32370,6,1,109,0,0,2,299,1,1000,1,"Fiat","Doblo",2007,1,"Skoda","Octavia",2009,9/12/2012 17:03,"Ч",665960,4452
1848,"Момот Олександр Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1848","Партія регіонів",27,,56,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","начальник Державного підприємства ""Придніпровська залізниця""",232804,328289,6,0,0,0,0,1,66,0,0,0,,,2012,1,"Lexus",,2010,9/17/2012 15:32,"Ч",100000,40000
1419,"Монастирський Володимир Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1419","Партія регіонів",,223,34,"25-34","вища","відсутня","член Партії регіонів","член Партії регіонів","лікар-уролог",37902,1560,6,1,1500,1,70,1,148,0,0,1,"BMW ","523I",2010,1,"Peugeot",207,2008,9/13/2012 15:56,"Ч",0,0
819,"Монтян Тетяна Миколаївна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=819","Самовисування",212,,40,"35-44","вища","відсутня","безпартійн","безпартійний","адвокат",77075,0,20,0,0,1,140,1,140,0,0,1,"Volkswagen","Golf",2005,1,"ЗАЗ",110307,2005,9/9/2012 18:19,"Ж",0,0
1520,"Мординський Микола Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1520","політична партія Всеукраїнське об’єднання ""Батьківщина""",,190,56,"45+","вища","відсутня","безпартійн","безпартійний","Ширяївський селищний голова",61348,43410,6,1,2500,1,98,0,0,0,0,2,"Hyundai","Getz",2004,1,"Mercedes","Benz 609",1994,9/13/2012 11:12,"Ч",0,0
839,"Мороз Олександр Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=839","Партія ""Соціалістична Україна""",92,,55,"45+","вища","відсутня","безпартійн","безпартійний","директор",178000,100000,17,1,900,1,36,1,36,0,0,1,"Volkswagen","Bora",2004,2,"Renault",,2004,9/10/2012 15:53,"Ч",0,0
591,"Морозов Анатолій Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=591","Комуністична партія України",81,,57,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","тимчасово не працює",88867,18180,6,3,2635,1,57,0,0,0,0,2,"ЗАЗ",11037,2005,0,,,0,9/6/2012 16:47,"Ч",8859,3500
415,"Морозов Євген Геннадійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=415","Комуністична партія України",,202,26,"25-34","середня","відсутня","член Комуністичної партії України","член Комуністичної партії України","перший секретар Широківського районного комітету Компартії України",1394,0,6,0,0,0,0,0,0,0,0,0,,,2012,0,,,0,9/6/2012 12:43,"Ч",0,0
401,"Морозов Олександр Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=401","Комуністична партія України",,188,43,"35-44","базова вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","електромеханік",20676,8652,6,0,0,1,43,0,0,0,0,0,,,,0,,,0,9/5/2012 13:04,"Ч",0,0
435,"Морозова Ольга Іванівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=435","Комуністична партія України",,162,37,"35-44","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","перший секретар Армянського міського комітету Компартії України",23222,5817,6,1,89,0,0,0,0,1,997,1,"ЗАЗ",,2005,0,,,0,9/6/2012 14:24,"Ж",0,0
471,"Морокко Валерій Федорович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=471","Комуністична партія України",,136,61,"45+","середня","відсутня","член Комуністичної партії України","член Комуністичної партії України","пенсіонер",6900,10080,5,0,0,0,0,0,0,2,70095,1,"ЗАЗ",110307,2004,0,,,0,9/6/2012 11:13,"Ч",0,0
1278,"Мороко Юрій Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1278","Партія регіонів",,81,59,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",288791,126186,6,0,0,1,134,2,258,0,0,1,"Lexus","RX350",2007,1,"Volvo",580,2008,9/12/2012 12:10,"Ч",640000,410000
1073,"Савчук Юрій Степанович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1073","Партія ""Віче""",92,,39,"35-44","вища","відсутня","безпартійн","безпартійний","начальник",227038,17217,6,3,27416,1,86,1,88,1,1200,2,"BMW ",,2005,0,,,0,9/10/2012 16:32,"Ч",0,0
2144,"Родинський Ігор Олегович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2144","Самовисування",222,,36,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","головний спеціаліст",30853,17900,6,0,0,1,22,1,27,0,0,1,"Skoda","Octavia",2006,0,,,0,9/13/2012 10:39,"Ч",0,0
748,"Роєнко Віктор Григорович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=748","Комуністична партія України",200,,63,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","пенсіонер",159926,93676,6,1,25443,2,123,0,0,0,0,2,"Daewoo","Lanos",2007,0,,,0,9/7/2012 14:25,"Ч",2125,0
454,"Рожков Олексій Олександрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=454","Комуністична партія України",,181,36,"35-44","середня","відсутня","член Комуністичної партії України","член Комуністичної партії України","перший секретар Новопсковського районного комітету Компартії України",18000,0,6,1,57600,0,0,0,0,2,57656,0,,,2012,1,"ВАЗ",21063,1987,9/6/2012 10:35,"Ч",0,0
